nohup: ignoring input
[2023-05-13 20:51:26.895] [info] Retrieval method_name RtreeItemOnly, dataset_name yelp-32d, topk 100
[2023-05-13 20:51:26.895] [info] dataset_dir /home/zhengbian/Dataset/ReverseMIPS
[2023-05-13 20:51:26.895] [info] index_dir /home/zhengbian/reverse-k-ranks/index
[2023-05-13 20:51:30.263] [info] n_data_item 159585, n_query_item 1000, n_user 2189457, vec_dim 32
[2023-05-13 20:51:30.263] [info] input parameter: stop_time 49000s
159585 entries created
3000 entries inserted, progress 1.87988%, batch time 2.26252s, passed time 2.26252s, predicted finish time 120.315s
6000 entries inserted, progress 3.75975%, batch time 3.65317s, passed time 5.91569s, predicted finish time 157.316s
9000 entries inserted, progress 5.63963%, batch time 4.05211s, passed time 9.9678s, predicted finish time 176.726s
12000 entries inserted, progress 7.5195%, batch time 4.72394s, passed time 14.6917s, predicted finish time 195.366s
15000 entries inserted, progress 9.39938%, batch time 5.35807s, passed time 20.0498s, predicted finish time 213.296s
18000 entries inserted, progress 11.2793%, batch time 6.28437s, passed time 26.3342s, predicted finish time 233.461s
21000 entries inserted, progress 13.1591%, batch time 6.30504s, passed time 32.6392s, predicted finish time 248.023s
24000 entries inserted, progress 15.039%, batch time 7.87779s, passed time 40.517s, predicted finish time 269.402s
27000 entries inserted, progress 16.9189%, batch time 8.33654s, passed time 48.8535s, predicted finish time 288.741s
30000 entries inserted, progress 18.7988%, batch time 8.8501s, passed time 57.7037s, predicted finish time 306.944s
33000 entries inserted, progress 20.6786%, batch time 7.95975s, passed time 65.6634s, predicted finish time 317.533s
36000 entries inserted, progress 22.5585%, batch time 9.02152s, passed time 74.6849s, predicted finish time 331.063s
39000 entries inserted, progress 24.4384%, batch time 9.86695s, passed time 84.5519s, predicted finish time 345.971s
42000 entries inserted, progress 26.3183%, batch time 11.5177s, passed time 96.0696s, predicted finish time 365.021s
45000 entries inserted, progress 28.1981%, batch time 10.7135s, passed time 106.783s, predicted finish time 378.68s
48000 entries inserted, progress 30.078%, batch time 11.2827s, passed time 118.066s, predicted finish time 392.524s
51000 entries inserted, progress 31.9579%, batch time 12.4746s, passed time 130.54s, predicted finish time 408.468s
54000 entries inserted, progress 33.8378%, batch time 12.8566s, passed time 143.397s, predicted finish time 423.77s
57000 entries inserted, progress 35.7176%, batch time 14.0551s, passed time 157.452s, predicted finish time 440.817s
60000 entries inserted, progress 37.5975%, batch time 13.184s, passed time 170.636s, predicted finish time 453.842s
63000 entries inserted, progress 39.4774%, batch time 13.0751s, passed time 183.711s, predicted finish time 465.351s
66000 entries inserted, progress 41.3573%, batch time 13.9815s, passed time 197.693s, predicted finish time 478.005s
69000 entries inserted, progress 43.2371%, batch time 14.2057s, passed time 211.898s, predicted finish time 490.077s
72000 entries inserted, progress 45.117%, batch time 14.4969s, passed time 226.395s, predicted finish time 501.789s
75000 entries inserted, progress 46.9969%, batch time 15.4142s, passed time 241.81s, predicted finish time 514.516s
78000 entries inserted, progress 48.8768%, batch time 18.4394s, passed time 260.249s, predicted finish time 532.452s
81000 entries inserted, progress 50.7567%, batch time 19.3112s, passed time 279.56s, predicted finish time 550.778s
84000 entries inserted, progress 52.6365%, batch time 19.5906s, passed time 299.151s, predicted finish time 568.326s
87000 entries inserted, progress 54.5164%, batch time 20.7925s, passed time 319.943s, predicted finish time 586.868s
90000 entries inserted, progress 56.3963%, batch time 21.4228s, passed time 341.366s, predicted finish time 605.292s
93000 entries inserted, progress 58.2762%, batch time 22.3577s, passed time 363.724s, predicted finish time 624.132s
96000 entries inserted, progress 60.156%, batch time 22.2162s, passed time 385.94s, predicted finish time 641.558s
99000 entries inserted, progress 62.0359%, batch time 23.6421s, passed time 409.582s, predicted finish time 660.227s
102000 entries inserted, progress 63.9158%, batch time 20.76s, passed time 430.342s, predicted finish time 673.289s
105000 entries inserted, progress 65.7957%, batch time 20.0675s, passed time 450.41s, predicted finish time 684.552s
108000 entries inserted, progress 67.6755%, batch time 21.5108s, passed time 471.92s, predicted finish time 697.322s
111000 entries inserted, progress 69.5554%, batch time 21.9898s, passed time 493.91s, predicted finish time 710.09s
114000 entries inserted, progress 71.4353%, batch time 23.0396s, passed time 516.95s, predicted finish time 723.655s
117000 entries inserted, progress 73.3152%, batch time 22.4103s, passed time 539.36s, predicted finish time 735.667s
120000 entries inserted, progress 75.195%, batch time 22.5087s, passed time 561.869s, predicted finish time 747.209s
123000 entries inserted, progress 77.0749%, batch time 21.5673s, passed time 583.436s, predicted finish time 756.967s
126000 entries inserted, progress 78.9548%, batch time 20.8784s, passed time 604.315s, predicted finish time 765.387s
129000 entries inserted, progress 80.8347%, batch time 23.4175s, passed time 627.732s, predicted finish time 776.557s
132000 entries inserted, progress 82.7145%, batch time 22.7749s, passed time 650.507s, predicted finish time 786.442s
135000 entries inserted, progress 84.5944%, batch time 24.0581s, passed time 674.565s, predicted finish time 797.405s
138000 entries inserted, progress 86.4743%, batch time 23.8517s, passed time 698.417s, predicted finish time 807.652s
141000 entries inserted, progress 88.3542%, batch time 23.3157s, passed time 721.732s, predicted finish time 816.857s
144000 entries inserted, progress 90.234%, batch time 24.2104s, passed time 745.943s, predicted finish time 826.67s
147000 entries inserted, progress 92.1139%, batch time 25.2749s, passed time 771.218s, predicted finish time 837.238s
150000 entries inserted, progress 93.9938%, batch time 24.678s, passed time 795.896s, predicted finish time 846.748s
153000 entries inserted, progress 95.8737%, batch time 23.5393s, passed time 819.435s, predicted finish time 854.697s
156000 entries inserted, progress 97.7535%, batch time 23.7647s, passed time 843.2s, predicted finish time 862.572s
159000 entries inserted, progress 99.6334%, batch time 23.3972s, passed time 866.597s, predicted finish time 869.78s
159585 entries created
[2023-05-13 21:06:03.713] [info] finish preprocess and save the index
[2023-05-13 22:58:42.100] [info] finish queryID 628, single_query_retrieval_time 6758.39s, ip_cost 5113160725, n_proc_query 1.00
657000 entries inserted, progress 30.0074%, batch time 347.861s, passed time 34521.6s, predicted finish time 115043s
660000 entries inserted, progress 30.1445%, batch time 349.453s, passed time 34871.1s, predicted finish time 115680s
663000 entries inserted, progress 30.2815%, batch time 352.513s, passed time 35223.6s, predicted finish time 116320s
666000 entries inserted, progress 30.4185%, batch time 351.755s, passed time 35575.4s, predicted finish time 116953s
669000 entries inserted, progress 30.5555%, batch time 356.204s, passed time 35931.6s, predicted finish time 117594s
672000 entries inserted, progress 30.6925%, batch time 358.444s, passed time 36290s, predicted finish time 118237s
675000 entries inserted, progress 30.8296%, batch time 360.214s, passed time 36650.2s, predicted finish time 118880s
678000 entries inserted, progress 30.9666%, batch time 363.259s, passed time 37013.5s, predicted finish time 119527s
681000 entries inserted, progress 31.1036%, batch time 365.02s, passed time 37378.5s, predicted finish time 120174s
684000 entries inserted, progress 31.2406%, batch time 365.415s, passed time 37743.9s, predicted finish time 120817s
687000 entries inserted, progress 31.3776%, batch time 367.252s, passed time 38111.2s, predicted finish time 121459s
690000 entries inserted, progress 31.5147%, batch time 369.07s, passed time 38480.2s, predicted finish time 122102s
693000 entries inserted, progress 31.6517%, batch time 370.74s, passed time 38851s, predicted finish time 122745s
696000 entries inserted, progress 31.7887%, batch time 373.857s, passed time 39224.8s, predicted finish time 123392s
699000 entries inserted, progress 31.9257%, batch time 372.941s, passed time 39597.8s, predicted finish time 124031s
702000 entries inserted, progress 32.0627%, batch time 377.404s, passed time 39975.2s, predicted finish time 124678s
705000 entries inserted, progress 32.1998%, batch time 377.736s, passed time 40352.9s, predicted finish time 125320s
708000 entries inserted, progress 32.3368%, batch time 382.342s, passed time 40735.3s, predicted finish time 125972s
711000 entries inserted, progress 32.4738%, batch time 379.968s, passed time 41115.2s, predicted finish time 126610s
714000 entries inserted, progress 32.6108%, batch time 383.045s, passed time 41498.3s, predicted finish time 127253s
717000 entries inserted, progress 32.7478%, batch time 387.597s, passed time 41885.9s, predicted finish time 127904s
720000 entries inserted, progress 32.8849%, batch time 386.655s, passed time 42272.5s, predicted finish time 128547s
723000 entries inserted, progress 33.0219%, batch time 388.635s, passed time 42661.2s, predicted finish time 129190s
726000 entries inserted, progress 33.1589%, batch time 390.997s, passed time 43052.2s, predicted finish time 129836s
729000 entries inserted, progress 33.2959%, batch time 390.866s, passed time 43443s, predicted finish time 130475s
732000 entries inserted, progress 33.4329%, batch time 391.253s, passed time 43834.3s, predicted finish time 131111s
735000 entries inserted, progress 33.57%, batch time 395.813s, passed time 44230.1s, predicted finish time 131755s
738000 entries inserted, progress 33.707%, batch time 396.139s, passed time 44626.2s, predicted finish time 132394s
741000 entries inserted, progress 33.844%, batch time 397.973s, passed time 45024.2s, predicted finish time 133034s
744000 entries inserted, progress 33.981%, batch time 401.2s, passed time 45425.4s, predicted finish time 133679s
747000 entries inserted, progress 34.118%, batch time 404.282s, passed time 45829.7s, predicted finish time 134327s
750000 entries inserted, progress 34.2551%, batch time 403.137s, passed time 46232.8s, predicted finish time 134966s
753000 entries inserted, progress 34.3921%, batch time 406.346s, passed time 46639.2s, predicted finish time 135610s
756000 entries inserted, progress 34.5291%, batch time 408.129s, passed time 47047.3s, predicted finish time 136254s
759000 entries inserted, progress 34.6661%, batch time 408.372s, passed time 47455.7s, predicted finish time 136893s
762000 entries inserted, progress 34.8031%, batch time 410.104s, passed time 47865.8s, predicted finish time 137533s
765000 entries inserted, progress 34.9402%, batch time 411.873s, passed time 48277.7s, predicted finish time 138172s
768000 entries inserted, progress 35.0772%, batch time 413.414s, passed time 48691.1s, predicted finish time 138811s
771000 entries inserted, progress 35.2142%, batch time 416.733s, passed time 49107.8s, predicted finish time 139454s
774000 entries inserted, progress 35.3512%, batch time 416.998s, passed time 49524.8s, predicted finish time 140093s
777000 entries inserted, progress 35.4883%, batch time 418.865s, passed time 49943.7s, predicted finish time 140733s
780000 entries inserted, progress 35.6253%, batch time 421.989s, passed time 50365.6s, predicted finish time 141376s
783000 entries inserted, progress 35.7623%, batch time 422.314s, passed time 50788s, predicted finish time 142015s
786000 entries inserted, progress 35.8993%, batch time 424.054s, passed time 51212s, predicted finish time 142654s
789000 entries inserted, progress 36.0363%, batch time 428.427s, passed time 51640.4s, predicted finish time 143301s
792000 entries inserted, progress 36.1734%, batch time 435.303s, passed time 52075.7s, predicted finish time 143961s
795000 entries inserted, progress 36.3104%, batch time 433.753s, passed time 52509.5s, predicted finish time 144613s
798000 entries inserted, progress 36.4474%, batch time 437.158s, passed time 52946.7s, predicted finish time 145269s
801000 entries inserted, progress 36.5844%, batch time 439.251s, passed time 53385.9s, predicted finish time 145925s
804000 entries inserted, progress 36.7214%, batch time 439.286s, passed time 53825.2s, predicted finish time 146577s
807000 entries inserted, progress 36.8585%, batch time 440.974s, passed time 54266.2s, predicted finish time 147228s
810000 entries inserted, progress 36.9955%, batch time 444.48s, passed time 54710.6s, predicted finish time 147885s
813000 entries inserted, progress 37.1325%, batch time 442.993s, passed time 55153.6s, predicted finish time 148532s
816000 entries inserted, progress 37.2695%, batch time 447.955s, passed time 55601.6s, predicted finish time 149188s
819000 entries inserted, progress 37.4065%, batch time 448.223s, passed time 56049.8s, predicted finish time 149839s
822000 entries inserted, progress 37.5436%, batch time 451.719s, passed time 56501.5s, predicted finish time 150496s
825000 entries inserted, progress 37.6806%, batch time 451.87s, passed time 56953.4s, predicted finish time 151148s
828000 entries inserted, progress 37.8176%, batch time 455.334s, passed time 57408.7s, predicted finish time 151804s
831000 entries inserted, progress 37.9546%, batch time 458.876s, passed time 57867.6s, predicted finish time 152465s
834000 entries inserted, progress 38.0916%, batch time 458.916s, passed time 58326.5s, predicted finish time 153121s
837000 entries inserted, progress 38.2287%, batch time 459.029s, passed time 58785.6s, predicted finish time 153773s
840000 entries inserted, progress 38.3657%, batch time 460.876s, passed time 59246.4s, predicted finish time 154425s
843000 entries inserted, progress 38.5027%, batch time 462.713s, passed time 59709.2s, predicted finish time 155078s
846000 entries inserted, progress 38.6397%, batch time 464.512s, passed time 60173.7s, predicted finish time 155730s
849000 entries inserted, progress 38.7767%, batch time 468.031s, passed time 60641.7s, predicted finish time 156387s
852000 entries inserted, progress 38.9138%, batch time 466.254s, passed time 61107.9s, predicted finish time 157034s
855000 entries inserted, progress 39.0508%, batch time 461.997s, passed time 61569.9s, predicted finish time 157666s
858000 entries inserted, progress 39.1878%, batch time 465.498s, passed time 62035.4s, predicted finish time 158303s
861000 entries inserted, progress 39.3248%, batch time 468.976s, passed time 62504.4s, predicted finish time 158944s
864000 entries inserted, progress 39.4618%, batch time 474.767s, passed time 62979.2s, predicted finish time 159595s
867000 entries inserted, progress 39.5989%, batch time 475.221s, passed time 63454.4s, predicted finish time 160243s
870000 entries inserted, progress 39.7359%, batch time 473.62s, passed time 63928s, predicted finish time 160882s
873000 entries inserted, progress 39.8729%, batch time 477.096s, passed time 64405.1s, predicted finish time 161526s
876000 entries inserted, progress 40.0099%, batch time 482.405s, passed time 64887.5s, predicted finish time 162178s
879000 entries inserted, progress 40.1469%, batch time 480.763s, passed time 65368.3s, predicted finish time 162822s
882000 entries inserted, progress 40.284%, batch time 482.664s, passed time 65851s, predicted finish time 163467s
885000 entries inserted, progress 40.421%, batch time 485.951s, passed time 66336.9s, predicted finish time 164115s
888000 entries inserted, progress 40.558%, batch time 485.847s, passed time 66822.8s, predicted finish time 164758s
891000 entries inserted, progress 40.695%, batch time 486.019s, passed time 67308.8s, predicted finish time 165398s
894000 entries inserted, progress 40.832%, batch time 493.233s, passed time 67802s, predicted finish time 166051s
897000 entries inserted, progress 40.9691%, batch time 491.561s, passed time 68293.6s, predicted finish time 166695s
900000 entries inserted, progress 41.1061%, batch time 493.093s, passed time 68786.7s, predicted finish time 167339s
903000 entries inserted, progress 41.2431%, batch time 496.584s, passed time 69283.2s, predicted finish time 167987s
906000 entries inserted, progress 41.3801%, batch time 496.555s, passed time 69779.8s, predicted finish time 168631s
909000 entries inserted, progress 41.5171%, batch time 498.479s, passed time 70278.3s, predicted finish time 169275s
912000 entries inserted, progress 41.6542%, batch time 500.182s, passed time 70778.5s, predicted finish time 169919s
915000 entries inserted, progress 41.7912%, batch time 502.11s, passed time 71280.6s, predicted finish time 170563s
918000 entries inserted, progress 41.9282%, batch time 505.545s, passed time 71786.1s, predicted finish time 171212s
921000 entries inserted, progress 42.0652%, batch time 507.219s, passed time 72293.3s, predicted finish time 171860s
924000 entries inserted, progress 42.2022%, batch time 507.321s, passed time 72800.7s, predicted finish time 172504s
927000 entries inserted, progress 42.3393%, batch time 513.186s, passed time 73313.8s, predicted finish time 173158s
930000 entries inserted, progress 42.4763%, batch time 510.743s, passed time 73824.6s, predicted finish time 173802s
933000 entries inserted, progress 42.6133%, batch time 510.664s, passed time 74335.2s, predicted finish time 174441s
936000 entries inserted, progress 42.7503%, batch time 516.095s, passed time 74851.3s, predicted finish time 175089s
939000 entries inserted, progress 42.8873%, batch time 516.025s, passed time 75367.4s, predicted finish time 175733s
942000 entries inserted, progress 43.0244%, batch time 582.971s, passed time 75950.3s, predicted finish time 176528s
945000 entries inserted, progress 43.1614%, batch time 609.074s, passed time 76559.4s, predicted finish time 177379s
948000 entries inserted, progress 43.2984%, batch time 614.232s, passed time 77173.6s, predicted finish time 178236s
951000 entries inserted, progress 43.4354%, batch time 615.209s, passed time 77788.9s, predicted finish time 179091s
954000 entries inserted, progress 43.5724%, batch time 618.405s, passed time 78407.3s, predicted finish time 179947s
957000 entries inserted, progress 43.7095%, batch time 623.496s, passed time 79030.8s, predicted finish time 180809s
960000 entries inserted, progress 43.8465%, batch time 624.412s, passed time 79655.2s, predicted finish time 181668s
963000 entries inserted, progress 43.9835%, batch time 625.386s, passed time 80280.6s, predicted finish time 182524s
966000 entries inserted, progress 44.1205%, batch time 633.615s, passed time 80914.2s, predicted finish time 183393s
969000 entries inserted, progress 44.2575%, batch time 634.503s, passed time 81548.7s, predicted finish time 184259s
972000 entries inserted, progress 44.3946%, batch time 637.933s, passed time 82186.6s, predicted finish time 185127s
975000 entries inserted, progress 44.5316%, batch time 645.918s, passed time 82832.5s, predicted finish time 186008s
978000 entries inserted, progress 44.6686%, batch time 644.669s, passed time 83477.2s, predicted finish time 186881s
981000 entries inserted, progress 44.8056%, batch time 647.816s, passed time 84125s, predicted finish time 187755s
984000 entries inserted, progress 44.9427%, batch time 651.284s, passed time 84776.3s, predicted finish time 188632s
987000 entries inserted, progress 45.0797%, batch time 657.324s, passed time 85433.6s, predicted finish time 189517s
990000 entries inserted, progress 45.2167%, batch time 657.852s, passed time 86091.5s, predicted finish time 190397s
993000 entries inserted, progress 45.3537%, batch time 660.761s, passed time 86752.2s, predicted finish time 191279s
996000 entries inserted, progress 45.4907%, batch time 664.497s, passed time 87416.7s, predicted finish time 192164s
999000 entries inserted, progress 45.6278%, batch time 668.179s, passed time 88084.9s, predicted finish time 193051s
1002000 entries inserted, progress 45.7648%, batch time 671.566s, passed time 88756.5s, predicted finish time 193940s
1005000 entries inserted, progress 45.9018%, batch time 675.68s, passed time 89432.1s, predicted finish time 194833s
1008000 entries inserted, progress 46.0388%, batch time 682.02s, passed time 90114.2s, predicted finish time 195735s
1011000 entries inserted, progress 46.1758%, batch time 683.454s, passed time 90797.6s, predicted finish time 196634s
1014000 entries inserted, progress 46.3129%, batch time 692.022s, passed time 91489.6s, predicted finish time 197547s
1017000 entries inserted, progress 46.4499%, batch time 687.982s, passed time 92177.6s, predicted finish time 198445s
1020000 entries inserted, progress 46.5869%, batch time 696.804s, passed time 92874.4s, predicted finish time 199357s
1023000 entries inserted, progress 46.7239%, batch time 698.231s, passed time 93572.7s, predicted finish time 200267s
1026000 entries inserted, progress 46.8609%, batch time 701.779s, passed time 94274.4s, predicted finish time 201179s
1029000 entries inserted, progress 46.998%, batch time 705.021s, passed time 94979.5s, predicted finish time 202093s
1032000 entries inserted, progress 47.135%, batch time 710.442s, passed time 95689.9s, predicted finish time 203012s
1035000 entries inserted, progress 47.272%, batch time 713.051s, passed time 96403s, predicted finish time 203932s
1038000 entries inserted, progress 47.409%, batch time 713.086s, passed time 97116s, predicted finish time 204847s
1041000 entries inserted, progress 47.546%, batch time 715.063s, passed time 97831.1s, predicted finish time 205761s
1044000 entries inserted, progress 47.6831%, batch time 720.388s, passed time 98551.5s, predicted finish time 206680s
1047000 entries inserted, progress 47.8201%, batch time 720.257s, passed time 99271.7s, predicted finish time 207594s
1050000 entries inserted, progress 47.9571%, batch time 722.344s, passed time 99994.1s, predicted finish time 208507s
1053000 entries inserted, progress 48.0941%, batch time 724.604s, passed time 100719s, predicted finish time 209420s
1056000 entries inserted, progress 48.2311%, batch time 727.068s, passed time 101446s, predicted finish time 210332s
1059000 entries inserted, progress 48.3682%, batch time 730.752s, passed time 102177s, predicted finish time 211247s
1062000 entries inserted, progress 48.5052%, batch time 731.143s, passed time 102908s, predicted finish time 212158s
1065000 entries inserted, progress 48.6422%, batch time 736.851s, passed time 103645s, predicted finish time 213075s
1068000 entries inserted, progress 48.7792%, batch time 736.48s, passed time 104381s, predicted finish time 213986s
1071000 entries inserted, progress 48.9162%, batch time 741.845s, passed time 105123s, predicted finish time 214904s
1074000 entries inserted, progress 49.0533%, batch time 741.781s, passed time 105865s, predicted finish time 215815s
1077000 entries inserted, progress 49.1903%, batch time 744.485s, passed time 106609s, predicted finish time 216728s
1080000 entries inserted, progress 49.3273%, batch time 750.248s, passed time 107359s, predicted finish time 217647s
1083000 entries inserted, progress 49.4643%, batch time 749.973s, passed time 108109s, predicted finish time 218560s
1086000 entries inserted, progress 49.6013%, batch time 751.477s, passed time 108861s, predicted finish time 219471s
1089000 entries inserted, progress 49.7384%, batch time 753.283s, passed time 109614s, predicted finish time 220381s
1092000 entries inserted, progress 49.8754%, batch time 758.47s, passed time 110373s, predicted finish time 221296s
1095000 entries inserted, progress 50.0124%, batch time 760.788s, passed time 111133s, predicted finish time 222211s
1098000 entries inserted, progress 50.1494%, batch time 760.64s, passed time 111894s, predicted finish time 223121s
1101000 entries inserted, progress 50.2864%, batch time 759.292s, passed time 112653s, predicted finish time 224023s
1104000 entries inserted, progress 50.4235%, batch time 765.177s, passed time 113418s, predicted finish time 224932s
1107000 entries inserted, progress 50.5605%, batch time 762.711s, passed time 114181s, predicted finish time 225831s
1110000 entries inserted, progress 50.6975%, batch time 768.139s, passed time 114949s, predicted finish time 226735s
1113000 entries inserted, progress 50.8345%, batch time 773.271s, passed time 115723s, predicted finish time 227645s
1116000 entries inserted, progress 50.9715%, batch time 775.288s, passed time 116498s, predicted finish time 228554s
1119000 entries inserted, progress 51.1086%, batch time 772.109s, passed time 117270s, predicted finish time 229452s
1122000 entries inserted, progress 51.2456%, batch time 777.253s, passed time 118047s, predicted finish time 230356s
1125000 entries inserted, progress 51.3826%, batch time 779.693s, passed time 118827s, predicted finish time 231259s
1128000 entries inserted, progress 51.5196%, batch time 785.061s, passed time 119612s, predicted finish time 232168s
1131000 entries inserted, progress 51.6566%, batch time 784.974s, passed time 120397s, predicted finish time 233071s
1134000 entries inserted, progress 51.7937%, batch time 787.089s, passed time 121184s, predicted finish time 233974s
1137000 entries inserted, progress 51.9307%, batch time 789.472s, passed time 121974s, predicted finish time 234877s
1140000 entries inserted, progress 52.0677%, batch time 791.342s, passed time 122765s, predicted finish time 235779s
1143000 entries inserted, progress 52.2047%, batch time 796.83s, passed time 123562s, predicted finish time 236687s
1146000 entries inserted, progress 52.3417%, batch time 795.716s, passed time 124357s, predicted finish time 237587s
1149000 entries inserted, progress 52.4788%, batch time 798.03s, passed time 125155s, predicted finish time 238488s
1152000 entries inserted, progress 52.6158%, batch time 800.509s, passed time 125956s, predicted finish time 239388s
1155000 entries inserted, progress 52.7528%, batch time 805.664s, passed time 126762s, predicted finish time 240293s
1158000 entries inserted, progress 52.8898%, batch time 804.942s, passed time 127567s, predicted finish time 241193s
1161000 entries inserted, progress 53.0268%, batch time 807.213s, passed time 128374s, predicted finish time 242092s
1164000 entries inserted, progress 53.1639%, batch time 815.073s, passed time 129189s, predicted finish time 243001s
1167000 entries inserted, progress 53.3009%, batch time 814.539s, passed time 130003s, predicted finish time 243904s
1170000 entries inserted, progress 53.4379%, batch time 813.74s, passed time 130817s, predicted finish time 244802s
1173000 entries inserted, progress 53.5749%, batch time 819.208s, passed time 131636s, predicted finish time 245705s
1176000 entries inserted, progress 53.7119%, batch time 818.614s, passed time 132455s, predicted finish time 246602s
1179000 entries inserted, progress 53.849%, batch time 823.673s, passed time 133279s, predicted finish time 247504s
1182000 entries inserted, progress 53.986%, batch time 822.565s, passed time 134101s, predicted finish time 248400s
1185000 entries inserted, progress 54.123%, batch time 825.361s, passed time 134927s, predicted finish time 249296s
1188000 entries inserted, progress 54.26%, batch time 830.845s, passed time 135757s, predicted finish time 250198s
1191000 entries inserted, progress 54.397%, batch time 832.978s, passed time 136590s, predicted finish time 251099s
1194000 entries inserted, progress 54.5341%, batch time 832.296s, passed time 137423s, predicted finish time 251994s
1197000 entries inserted, progress 54.6711%, batch time 837.271s, passed time 138260s, predicted finish time 252894s
1200000 entries inserted, progress 54.8081%, batch time 836.319s, passed time 139096s, predicted finish time 253787s
1203000 entries inserted, progress 54.9451%, batch time 838.655s, passed time 139935s, predicted finish time 254681s
1206000 entries inserted, progress 55.0822%, batch time 840.585s, passed time 140775s, predicted finish time 255573s
1209000 entries inserted, progress 55.2192%, batch time 842.492s, passed time 141618s, predicted finish time 256465s
1212000 entries inserted, progress 55.3562%, batch time 848.022s, passed time 142466s, predicted finish time 257362s
1215000 entries inserted, progress 55.4932%, batch time 847.077s, passed time 143313s, predicted finish time 258253s
1218000 entries inserted, progress 55.6302%, batch time 848.638s, passed time 144162s, predicted finish time 259143s
1221000 entries inserted, progress 55.7673%, batch time 847.076s, passed time 145009s, predicted finish time 260025s
1224000 entries inserted, progress 55.9043%, batch time 852.693s, passed time 145861s, predicted finish time 260913s
1227000 entries inserted, progress 56.0413%, batch time 851.263s, passed time 146713s, predicted finish time 261794s
1230000 entries inserted, progress 56.1783%, batch time 856.758s, passed time 147569s, predicted finish time 262680s
1233000 entries inserted, progress 56.3153%, batch time 855.559s, passed time 148425s, predicted finish time 263560s
1236000 entries inserted, progress 56.4524%, batch time 858.074s, passed time 149283s, predicted finish time 264441s
1239000 entries inserted, progress 56.5894%, batch time 863.803s, passed time 150147s, predicted finish time 265327s
1242000 entries inserted, progress 56.7264%, batch time 862.646s, passed time 151010s, predicted finish time 266207s
1245000 entries inserted, progress 56.8634%, batch time 865.032s, passed time 151875s, predicted finish time 267086s
1248000 entries inserted, progress 57.0004%, batch time 866.652s, passed time 152741s, predicted finish time 267965s
1251000 entries inserted, progress 57.1375%, batch time 872.391s, passed time 153614s, predicted finish time 268849s
1254000 entries inserted, progress 57.2745%, batch time 871.667s, passed time 154485s, predicted finish time 269728s
1257000 entries inserted, progress 57.4115%, batch time 873.493s, passed time 155359s, predicted finish time 270606s
1260000 entries inserted, progress 57.5485%, batch time 876.014s, passed time 156235s, predicted finish time 271483s
1263000 entries inserted, progress 57.6855%, batch time 878.515s, passed time 157113s, predicted finish time 272362s
1266000 entries inserted, progress 57.8226%, batch time 880.749s, passed time 157994s, predicted finish time 273239s
1269000 entries inserted, progress 57.9596%, batch time 885.778s, passed time 158880s, predicted finish time 274122s
1272000 entries inserted, progress 58.0966%, batch time 885.226s, passed time 159765s, predicted finish time 274999s
1275000 entries inserted, progress 58.2336%, batch time 887.483s, passed time 160653s, predicted finish time 275876s
1278000 entries inserted, progress 58.3706%, batch time 893.203s, passed time 161546s, predicted finish time 276758s
1281000 entries inserted, progress 58.5077%, batch time 891.903s, passed time 162438s, predicted finish time 277635s
1284000 entries inserted, progress 58.6447%, batch time 896.838s, passed time 163335s, predicted finish time 278515s
1287000 entries inserted, progress 58.7817%, batch time 895.805s, passed time 164230s, predicted finish time 279390s
1290000 entries inserted, progress 58.9187%, batch time 901.692s, passed time 165132s, predicted finish time 280271s
1293000 entries inserted, progress 59.0557%, batch time 900.108s, passed time 166032s, predicted finish time 281145s
1296000 entries inserted, progress 59.1928%, batch time 902.355s, passed time 166934s, predicted finish time 282018s
1299000 entries inserted, progress 59.3298%, batch time 904.738s, passed time 167839s, predicted finish time 282892s
1302000 entries inserted, progress 59.4668%, batch time 906.075s, passed time 168745s, predicted finish time 283764s
1305000 entries inserted, progress 59.6038%, batch time 911.597s, passed time 169657s, predicted finish time 284641s
1308000 entries inserted, progress 59.7408%, batch time 910.242s, passed time 170567s, predicted finish time 285512s
1311000 entries inserted, progress 59.8779%, batch time 912.585s, passed time 171480s, predicted finish time 286382s
1314000 entries inserted, progress 60.0149%, batch time 907.589s, passed time 172387s, predicted finish time 287241s
1317000 entries inserted, progress 60.1519%, batch time 907.985s, passed time 173295s, predicted finish time 288096s
1320000 entries inserted, progress 60.2889%, batch time 914.564s, passed time 174210s, predicted finish time 288958s
1323000 entries inserted, progress 60.4259%, batch time 917.585s, passed time 175127s, predicted finish time 289821s
1326000 entries inserted, progress 60.563%, batch time 916.631s, passed time 176044s, predicted finish time 290679s
1329000 entries inserted, progress 60.7%, batch time 919.279s, passed time 176963s, predicted finish time 291538s
1332000 entries inserted, progress 60.837%, batch time 925.406s, passed time 177889s, predicted finish time 292402s
1335000 entries inserted, progress 60.974%, batch time 923.919s, passed time 178813s, predicted finish time 293260s
1338000 entries inserted, progress 61.111%, batch time 925.967s, passed time 179739s, predicted finish time 294118s
1341000 entries inserted, progress 61.2481%, batch time 928.45s, passed time 180667s, predicted finish time 294976s
1344000 entries inserted, progress 61.3851%, batch time 930.706s, passed time 181598s, predicted finish time 295834s
1347000 entries inserted, progress 61.5221%, batch time 936.557s, passed time 182534s, predicted finish time 296697s
1350000 entries inserted, progress 61.6591%, batch time 935.486s, passed time 183470s, predicted finish time 297555s
